year,Tm,Attendance,Attend/G,W,L
2019,Chicago Cubs,"3,094,865","38,208",84.0,78.0
2019,Chicago White Sox,"1,649,775","21,426",72.0,89.0
2021,Arizona Diamondbacks,"1,043,010","12,877",52.0,110.0
2021,Atlanta Braves,"2,299,647","29,483",88.0,73.0
2021,Houston Astros,"2,068,509","25,537",95.0,67.0
2021,Kansas City Royals,"1,159,613","14,316",74.0,88.0
2021,Los Angeles Dodgers,"2,804,693","34,626",106.0,56.0
2021,Milwaukee Brewers,"1,824,282","22,522",95.0,67.0
2021,Minnesota Twins,"1,310,199","16,377",73.0,89.0
2021,New York Mets,"1,511,926","20,711",77.0,85.0
2021,New York Yankees,"1,959,854","24,498",92.0,70.0
2021,Oakland Athletics,"701,430","8,768",86.0,76.0
2021,Philadelphia Phillies,"1,515,890","19,188",82.0,80.0
2021,Pittsburgh Pirates,"859,498","10,611",61.0,101.0
2021,San Diego Padres,"2,191,950","27,061",79.0,83.0
2021,San Francisco Giants,"1,679,484","20,734",107.0,55.0
2021,Toronto Blue Jays,"809,557","10,119",91.0,71.0
2021,Washington Nationals,"1,465,543","18,319",65.0,97.0
2021,Miami Marlins,"642,617","7,934",67.0,95.0
2021,Los Angeles Angels,"1,512,033","18,667",77.0,85.0
2021,Seattle Mariners,"1,215,985","15,012",90.0,72.0
2021,St. Louis Cardinals,"2,102,530","26,282",90.0,72.0
2021,Tampa Bay Rays,"761,072","9,513",100.0,62.0
2021,Texas Rangers,"2,110,258","26,053",60.0,102.0
2021,Chicago White Sox,"1,596,385","20,466",93.0,69.0
2021,Chicago Cubs,"1,978,934","24,431",71.0,91.0
2021,Boston Red Sox,"1,725,323","21,300",92.0,70.0
2021,Baltimore Orioles,"793,229","10,170",52.0,110.0
2021,Colorado Rockies,"1,938,645","24,854",74.0,87.0
2021,Detroit Tigers,"1,102,621","13,613",77.0,85.0
2021,Cleveland Indians,"1,114,368","14,472",80.0,82.0
2021,Cincinnati Reds,"1,505,024","18,581",83.0,79.0
2022,Boston Red Sox,"2,625,089","32,409",78.0,84.0
2022,Baltimore Orioles,"1,368,367","17,543",83.0,79.0
2022,Atlanta Braves,"3,129,931","38,641",101.0,61.0
2022,Arizona Diamondbacks,"1,605,199","19,817",74.0,88.0
2022,Miami Marlins,"907,487","11,204",69.0,93.0
2022,Washington Nationals,"2,026,401","25,017",55.0,107.0
2022,Toronto Blue Jays,"2,653,830","32,763",92.0,70.0
2022,Texas Rangers,"2,011,361","24,832",68.0,94.0
2022,Tampa Bay Rays,"1,128,127","13,927",86.0,76.0
2022,St. Louis Cardinals,"3,320,551","40,994",93.0,69.0
2022,Seattle Mariners,"2,287,267","28,591",90.0,72.0
2022,San Francisco Giants,"2,482,686","30,650",81.0,81.0
2022,San Diego Padres,"2,987,470","36,882",89.0,73.0
2022,Pittsburgh Pirates,"1,257,458","15,524",62.0,100.0
2022,Philadelphia Phillies,"2,276,736","28,459",87.0,75.0
2022,Oakland Athletics,"787,902","9,973",60.0,102.0
2022,New York Yankees,"3,136,207","40,208",99.0,63.0
2022,New York Mets,"2,564,737","33,308",101.0,61.0
2022,Minnesota Twins,"1,801,128","22,514",78.0,84.0
2022,Milwaukee Brewers,"2,422,420","30,280",86.0,76.0
2022,Cleveland Guardians,"1,295,870","17,051",92.0,70.0
2022,Los Angeles Angels,"2,457,461","30,339",73.0,89.0
2022,Kansas City Royals,"1,277,686","15,971",65.0,97.0
2022,Los Angeles Dodgers,"3,861,408","47,672",111.0,51.0
2022,Colorado Rockies,"2,597,428","32,468",68.0,94.0
2022,Cincinnati Reds,"1,395,770","17,447",62.0,100.0
2022,Chicago White Sox,"2,009,359","24,807",81.0,81.0
2022,Chicago Cubs,"2,616,780","32,306",74.0,88.0
2022,Detroit Tigers,"1,575,544","19,694",66.0,96.0
2022,Houston Astros,"2,688,998","33,198",106.0,56.0
2023,Miami Marlins,"1,162,819","14,356",84.0,78.0
2023,Washington Nationals,"1,865,832","23,035",71.0,91.0
2023,Toronto Blue Jays,"3,021,904","37,307",89.0,73.0
2023,Texas Rangers,"2,533,044","31,272",90.0,72.0
2023,Tampa Bay Rays,"1,440,301","17,781",99.0,63.0
2023,St. Louis Cardinals,"3,241,091","40,013",71.0,91.0
2023,Los Angeles Angels,"2,640,575","32,600",73.0,89.0
2023,Cleveland Guardians,"1,834,068","23,514",76.0,86.0
2023,Minnesota Twins,"1,974,124","24,372",87.0,75.0
2023,Milwaukee Brewers,"2,551,347","31,498",92.0,70.0
2023,Houston Astros,"3,052,347","37,683",90.0,72.0
2023,Detroit Tigers,"1,612,876","20,946",78.0,84.0
2023,Los Angeles Dodgers,"3,837,079","47,371",100.0,62.0
2023,Kansas City Royals,"1,307,052","16,136",56.0,106.0
2023,Cincinnati Reds,"2,038,302","25,164",82.0,80.0
2023,Colorado Rockies,"2,607,935","32,197",59.0,103.0
2023,Chicago White Sox,"1,669,628","21,405",61.0,101.0
2023,Chicago Cubs,"2,775,149","34,261",83.0,79.0
2023,Baltimore Orioles,"1,936,798","23,911",101.0,61.0
2023,Boston Red Sox,"2,672,130","32,989",78.0,84.0
2023,Arizona Diamondbacks,"1,961,182","24,212",84.0,78.0
2023,Atlanta Braves,"3,191,505","39,401",104.0,58.0
2023,Seattle Mariners,"2,690,418","33,215",88.0,74.0
2023,San Francisco Giants,"2,500,153","30,866",79.0,83.0
2023,San Diego Padres,"3,271,554","40,390",82.0,80.0
2023,Pittsburgh Pirates,"1,630,624","20,131",76.0,86.0
2023,Philadelphia Phillies,"3,052,605","38,158",90.0,72.0
2023,Oakland Athletics,"832,352","10,276",50.0,112.0
2023,New York Yankees,"3,269,016","40,863",82.0,80.0
2023,New York Mets,"2,573,555","32,994",75.0,87.0
2024,Washington Nationals,"1,967,302","24,288",71.0,91.0
2024,Toronto Blue Jays,"2,681,236","33,102",74.0,88.0
2024,Texas Rangers,"2,651,553","32,735",78.0,84.0
2024,Tampa Bay Rays,"1,337,739","16,515",80.0,82.0
2024,St. Louis Cardinals,"2,910,697","35,496",83.0,79.0
2024,Seattle Mariners,"2,555,813","31,553",85.0,77.0
2024,San Francisco Giants,"2,647,736","33,097",80.0,82.0
2024,San Diego Padres,"3,330,545","41,118",93.0,69.0
2024,Arizona Diamondbacks,"2,341,876","28,912",89.0,73.0
2024,Milwaukee Brewers,"2,537,202","31,323",93.0,69.0
2024,Minnesota Twins,"1,930,723","24,134",82.0,80.0
2024,New York Mets,"2,329,299","29,485",89.0,73.0
2024,New York Yankees,"3,274,719","41,984",94.0,68.0
2024,Oakland Athletics,"922,286","11,529",69.0,93.0
2024,Philadelphia Phillies,"3,363,712","41,527",95.0,67.0
2024,Pittsburgh Pirates,"1,720,361","21,239",76.0,86.0
2024,Atlanta Braves,"3,011,755","37,647",89.0,73.0
2024,Baltimore Orioles,"2,281,129","28,514",91.0,71.0
2024,Boston Red Sox,"2,694,705","32,862",81.0,81.0
2024,Chicago Cubs,"2,909,755","35,923",83.0,79.0
2024,Chicago White Sox,"1,366,952","17,986",41.0,121.0
2024,Cincinnati Reds,"2,024,178","24,990",77.0,85.0
2024,Colorado Rockies,"2,540,195","31,360",61.0,101.0
2024,Detroit Tigers,"1,858,295","23,824",86.0,76.0
2024,Houston Astros,"2,835,234","35,003",88.0,73.0
2024,Kansas City Royals,"1,648,607","20,608",86.0,76.0
2024,Miami Marlins,"1,087,455","13,425",62.0,100.0
2024,Cleveland Guardians,"2,056,264","26,029",92.0,69.0
2024,Los Angeles Angels,"2,577,597","31,822",63.0,99.0
2024,Los Angeles Dodgers,"3,941,251","48,657",98.0,64.0
